PeakID (cmd=annotatePeaks.pl PPARg_exPPARg_RIPA_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr19-70	chr19	34120054	34120227	+	14.7	0.000	intron (NM_023903, intron 9 of 9)	intron (NM_023903, intron 9 of 9)	19197	NM_023903	78753	Mm.195937	NM_023903	ENSMUSG00000056078	Lipm	4632427C23Rik|AW227514|Lipl3	lipase, family member M	protein-coding
chr7-97	chr7	140328182	140328355	+	14.7	0.000	Intergenic	Lx3_Mus|LINE|L1	5567	NM_146956	258958	Mm.347648	NM_146956	ENSMUSG00000061489	Olfr525	MOR251-2	olfactory receptor 525	protein-coding
chr6-151	chr6	53044143	53044316	+	14.7	0.000	intron (NM_173406, intron 1 of 4)	intron (NM_173406, intron 1 of 4)	24395	NM_173406	231986	Mm.386865	NM_173406		Jazf1	AI591476|C820002C15|Jaz1|Tip27	JAZF zinc finger 1	protein-coding
chr16-58	chr16	86820800	86820973	+	14.7	0.000	Intergenic	Intergenic	-533299	NM_001159331	67768	Mm.296532	NM_026366	ENSMUSG00000044442	N6amt1	5830445C04Rik|Hemk2|Pred28	N-6 adenine-specific DNA methyltransferase 1 (putative)	protein-coding
chr11-235	chr11	46126803	46126976	+	14.7	0.000	intron (NM_009616, intron 11 of 22)	L1_Mus4|LINE|L1	24619	NR_106177	102465996		NR_106177	ENSMUSG00000098942	Mir8100	Gm27638|mmu-mir-8100	microRNA 8100	ncRNA
chr2-222	chr2	167849993	167850166	+	14.7	0.000	Intergenic	Intergenic	-82248	NM_011201	19246	Mm.277916	NM_011201	ENSMUSG00000027540	Ptpn1	PTP-1B|PTP-HA2|PTP1B	protein tyrosine phosphatase, non-receptor type 1	protein-coding
chr6-154	chr6	146494891	146495064	+	14.7	0.000	intron (NM_019923, intron 1 of 56)	intron (NM_019923, intron 1 of 56)	7246	NM_010586	16439	Mm.7800	NM_010586	ENSMUSG00000030287	Itpr2	AI649341|InsP3R-2|InsP3R-5|Ip3r2|Itpr5|insP3R2	inositol 1,4,5-triphosphate receptor 2	protein-coding
chr13-71	chr13	53509561	53509734	+	14.7	0.000	Intergenic	B1_Mur4|SINE|Alu	-36867	NM_013601	17702	Mm.1763	NM_013601	ENSMUSG00000021469	Msx2	BB122635|Hox-8|Hox8|Hox8.1	msh homeobox 2	protein-coding
chr12-93	chr12	85348675	85348848	+	14.7	0.000	intron (NM_026775, intron 3 of 4)	intron (NM_026775, intron 3 of 4)	-9399	NM_145138	217718	Mm.29071	NM_145138	ENSMUSG00000034290	Nek9	C130021H08Rik	NIMA (never in mitosis gene a)-related expressed kinase 9	protein-coding
chr16-68	chr16	17361686	17361859	+	14.7	0.000	intron (NM_001001983, intron 9 of 54)	RLTR31D_MM|LTR|ERVK	30401	NM_008223	15160	Mm.6609	NM_008223	ENSMUSG00000022766	Serpind1	AA985900|AI303446|HCII|Hcf2	serine (or cysteine) peptidase inhibitor, clade D, member 1	protein-coding
chr4-140	chr4	138971591	138971764	+	14.7	0.000	Intergenic	L1MD3|LINE|L1	-1228	NM_029857	77056	Mm.122336	NM_029857	ENSMUSG00000041143	Tmco4	4632413C14Rik|AI430825	transmembrane and coiled-coil domains 4	protein-coding
chr17-76	chr17	51194901	51195074	+	14.7	0.000	intron (NR_035408, intron 2 of 6)	L2c|LINE|L2	-15635	NM_001285991	72238	Mm.120650	NM_028162	ENSMUSG00000023923	Tbc1d5	1600014N05Rik	TBC1 domain family, member 5	protein-coding
chr11-183	chr11	104614273	104614446	+	14.7	0.000	intron (NM_016780, intron 1 of 14)	intron (NM_016780, intron 1 of 14)	6359	NM_016780	16416	Mm.87150	NM_016780	ENSMUSG00000020689	Itgb3	CD61|GP3A|INGRB3	integrin beta 3	protein-coding
chr5-147	chr5	114322842	114323015	+	14.7	0.000	intron (NM_001164573, intron 4 of 30)	intron (NM_001164573, intron 4 of 30)	7987	NM_001164573	231646	Mm.238285	NM_146163	ENSMUSG00000066952	Myo1h	4631401O15Rik	myosin 1H	protein-coding
chr12-48	chr12	85447235	85447408	+	14.7	0.000	Intergenic	Intergenic	-26580	NM_010234	14281	Mm.246513	NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding
chr9-135	chr9	122284598	122284771	+	14.7	0.000	intron (NM_133979, intron 1 of 12)	RLTR51A_Mm|LTR|ERVK?	9739	NM_133979	102566	Mm.87676	NM_133979	ENSMUSG00000037949	Ano10	AI604832|Tmem16k	anoctamin 10	protein-coding
chr16-126	chr16	75870677	75870850	+	14.7	0.000	intron (NM_023380, intron 7 of 7)	intron (NM_023380, intron 7 of 7)	38503	NM_023380	67742	Mm.131406	NM_023380	ENSMUSG00000022876	Samsn1	4930571B16Rik|930571B16Rik|Hacs1|SLy2	SAM domain, SH3 domain and nuclear localization signals, 1	protein-coding
chr19-69	chr19	12472031	12472204	+	14.7	0.000	intron (NM_172442, intron 8 of 8)	intron (NM_172442, intron 8 of 8)	11338	NM_010821	17476	Mm.3999	NM_010821	ENSMUSG00000046805	Mpeg1	MPS1|Mpg-1	macrophage expressed gene 1	protein-coding
chr5-150	chr5	90908822	90908995	+	14.7	0.000	Intergenic	Intergenic	5009	NM_009140	20310	Mm.4979	NM_009140	ENSMUSG00000058427	Cxcl2	CINC-2a|GROb|Gro2|MIP-2|MIP-2a|Mgsa-b|Mip2|Scyb|Scyb2	chemokine (C-X-C motif) ligand 2	protein-coding
chr1-203	chr1	89731330	89731503	+	14.7	0.000	intron (NM_178119, intron 10 of 17)	intron (NM_178119, intron 10 of 17)	-47524	NR_015540	74403	Mm.444291	NR_015540		4933400F21Rik	1700091C04Rik|4930565K10Rik	RIKEN cDNA 4933400F21 gene	ncRNA
chr3-44	chr3	87388949	87389122	+	14.7	0.000	intron (NM_153090, intron 7 of 10)	intron (NM_153090, intron 7 of 10)	12648	NM_001136236	229499	Mm.255203	NM_153090	ENSMUSG00000059994	Fcrl1	A230020G22Rik|Bxmas1|Bxmh1|Bxmh1b|Fcrh1|Fcrh1l|Fcrh1s|Ifgp1	Fc receptor-like 1	protein-coding
chr18-48	chr18	89480559	89480732	+	14.7	0.000	intron (NM_001039173, intron 4 of 7)	intron (NM_001039173, intron 4 of 7)	283218	NM_001039149	225825	Mm.139293	NM_178687	ENSMUSG00000034028	Cd226	BC051526|DNAM-1|DNAM1|Pta1|TLiSA1	CD226 antigen	protein-coding
chr14-105	chr14	34274512	34274685	+	14.7	0.000	intron (NM_029389, intron 2 of 10)	intron (NM_029389, intron 2 of 10)	35905	NM_029389	75698	Mm.45406	NM_029389	ENSMUSG00000041471	Fam35a	3110001K24Rik	family with sequence similarity 35, member A	protein-coding
chr11-141	chr11	76856025	76856198	+	14.7	0.000	Intergenic	Intergenic	-9103	NM_007754	12874	Mm.276736	NM_007754	ENSMUSG00000020841	Cpd	AA960140|AW322530|D830034L15Rik	carboxypeptidase D	protein-coding
chr16-148	chr16	55972766	55972939	+	14.7	0.000	promoter-TSS (NM_173026)	promoter-TSS (NM_173026)	-952	NM_173026	271377	Mm.282814	NM_173026	ENSMUSG00000022601	Zbtb11	9230110G02Rik|ZNF-U69274	zinc finger and BTB domain containing 11	protein-coding
chr7-120	chr7	143294376	143294549	+	14.7	0.000	non-coding (NR_001461, exon 1 of 1)	non-coding (NR_001461, exon 1 of 1)	2085	NR_001461	63830	Mm.356096	NR_001461	ENSMUSG00000101609	Kcnq1ot1	Kvlqt1-as|Lit1|Tssc8	KCNQ1 overlapping transcript 1	ncRNA
chr7-135	chr7	112065000	112065173	+	14.7	0.000	intron (NM_133758, intron 7 of 27)	intron (NM_133758, intron 7 of 27)	41580	NM_177249	74996	Mm.16974	NM_133758	ENSMUSG00000059263	Usp47	4930502N04Rik|A630020C16Rik	ubiquitin specific peptidase 47	protein-coding
chr16-84	chr16	33355840	33356013	+	14.7	0.000	Intergenic	MTD-int|LTR|ERVL-MaLR	24810	NR_045709	100502742	Mm.217880	NR_045709	ENSMUSG00000097318	1700007L15Rik	linc-Iqcg|linc1609	RIKEN cDNA 1700007L15 gene	ncRNA
chr6-120	chr6	124424076	124424249	+	14.7	0.000	Intergenic	MLT1J1-int|LTR|ERVL-MaLR	-9095	NM_175933	19305	Mm.22418	NM_008995	ENSMUSG00000005069	Pex5	AW212715|ESTM1|PTS1R|Pxr1|X83306	peroxisomal biogenesis factor 5	protein-coding
chr13-112	chr13	95422006	95422179	+	14.7	0.000	Intergenic	RMER5|LTR|ERV1	22739	NM_198408	12919	Mm.316614	NM_198408	ENSMUSG00000021680	Crhbp	CRH-BP	corticotropin releasing hormone binding protein	protein-coding
chr12-70	chr12	25471119	25471292	+	14.7	0.000	Intergenic	Intergenic	342031	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
chr10-114	chr10	62590207	62590380	+	14.7	0.000	intron (NM_019553, intron 7 of 14)	intron (NM_019553, intron 7 of 14)	-11836	NM_028197	72320	Mm.258955	NM_028197	ENSMUSG00000036955	Kif1bp	0710007C18Rik|2510003E04Rik|KBP|mKIAA1279	KIF1 binding protein	protein-coding
chr2-170	chr2	58179817	58179990	+	14.7	0.000	Intergenic	RSINE1|SINE|B4	15929	NR_045896	100042926	Mm.446515	NR_045895	ENSMUSG00000086862	Gm13546	OTTMUSG00000012675	predicted gene 13546	ncRNA
chr19-80	chr19	32127420	32127593	+	14.7	0.000	intron (NM_001168526, intron 4 of 5)	intron (NM_001168526, intron 4 of 5)	-24366	NM_018830	54447	Mm.491229	NM_018830	ENSMUSG00000024887	Asah2	AI585898	N-acylsphingosine amidohydrolase 2	protein-coding
chr9-136	chr9	21741599	21741772	+	14.7	0.000	intron (NM_001252658, intron 10 of 16)	intron (NM_001252658, intron 10 of 16)	18109	NM_001252659	16835	Mm.3213	NM_010700	ENSMUSG00000032193	Ldlr	Hlb301	low density lipoprotein receptor	protein-coding
chr1-193	chr1	51514638	51514811	+	14.7	0.000	Intergenic	Intergenic	-36325	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding
chr4-66	chr4	117136087	117136260	+	14.7	0.000	Intergenic	MTD|LTR|ERVL-MaLR	-2221	NM_013807	12795	Mm.259022	NM_013807	ENSMUSG00000028680	Plk3	Cnk|Fnk|PLK-3|PRK	polo-like kinase 3	protein-coding
chr4-93	chr4	11608614	11608787	+	14.7	0.000	intron (NM_001039556, intron 10 of 14)	intron (NM_001039556, intron 10 of 14)	29038	NM_001256142	100503583	Mm.249437	NM_001256142	ENSMUSG00000094595	Fsbp	-	fibrinogen silencer binding protein	protein-coding
chr3-120	chr3	103103392	103103565	+	14.7	0.000	Intergenic	Intergenic	-24078	NM_177857	329727	Mm.293641	NM_177857	ENSMUSG00000007379	Dennd2c	A930010I20Rik	DENN/MADD domain containing 2C	protein-coding
chr6-47	chr6	140598603	140598776	+	14.7	0.000	Intergenic	Intergenic	-23974	NM_178803	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
chr3-92	chr3	21952817	21952990	+	14.7	0.000	Intergenic	Intergenic	-123749	NM_030732	81004	Mm.202966	NM_030732	ENSMUSG00000027630	Tbl1xr1	8030499H02Rik|A630076E03Rik|AW539987|C21|C230089I12Rik|DC42|Ira1|TBLR1	transducin (beta)-like 1X-linked receptor 1	protein-coding
chr6-88	chr6	53004811	53004984	+	14.7	0.000	intron (NM_173406, intron 1 of 4)	intron (NM_173406, intron 1 of 4)	63727	NM_173406	231986	Mm.386865	NM_173406		Jazf1	AI591476|C820002C15|Jaz1|Tip27	JAZF zinc finger 1	protein-coding
chr8-120	chr8	122923780	122923953	+	14.7	0.000	intron (NR_037865, intron 2 of 13)	intron (NR_037865, intron 2 of 13)	75492	NM_007662	12555	Mm.1976	NM_007662	ENSMUSG00000031962	Cdh15	AI323380|Cdh14|Mcad	cadherin 15	protein-coding
chr2-135	chr2	65187376	65187549	+	14.7	0.000	intron (NM_177025, intron 1 of 13)	RSINE1|SINE|B4	51164	NM_027225	319876	Mm.34159	NM_027225	ENSMUSG00000034903	Cobll1	1810047P18Rik|Coblr1|D430044D16Rik	Cobl-like 1	protein-coding
chr18-33	chr18	54901230	54901403	+	14.7	0.000	intron (NM_175751, intron 3 of 9)	intron (NM_175751, intron 3 of 9)	88864	NM_175751	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
chr2-141	chr2	34964323	34964496	+	14.7	0.000	Intergenic	B4|SINE|B4	-2637	NM_009421	22029	Mm.239514	NM_009421	ENSMUSG00000026875	Traf1	4732496E14Rik	TNF receptor-associated factor 1	protein-coding
chr4-64	chr4	45407694	45407867	+	14.7	0.000	intron (NM_001009949, intron 1 of 2)	intron (NM_001009949, intron 1 of 2)	986	NM_001009949	230125	Mm.260210	NM_001009949	ENSMUSG00000045973	Slc25a51	9130208E07Rik|D130005A03Rik|Gm138|Mcart1	solute carrier family 25, member 51	protein-coding
chr8-73	chr8	86624582	86624755	+	14.7	0.000	intron (NM_025827, intron 1 of 14)	intron (NM_025827, intron 1 of 14)	625	NM_025827	66887	Mm.324550	NM_025827	ENSMUSG00000047866	Lonp2	1300002A08Rik|AU015403|Lonp	lon peptidase 2, peroxisomal	protein-coding
chr6-61	chr6	97290873	97291046	+	14.7	0.000	intron (NM_145148, intron 23 of 23)	intron (NM_145148, intron 23 of 23)	-38179	NM_001081157	320502	Mm.68163	NM_001081157	ENSMUSG00000044086	Lmod3	5430424A14Rik	leiomodin 3 (fetal)	protein-coding
chr4-44	chr4	95099992	95100165	+	14.7	0.000	Intergenic	MLT1C|LTR|ERVL-MaLR	-47856	NM_010591	16476	Mm.275071	NM_010591	ENSMUSG00000052684	Jun	AP-1|Junc|c-jun	jun proto-oncogene	protein-coding
chr11-106	chr11	113677833	113678006	+	14.7	0.000	intron (NM_138598, intron 1 of 2)	intron (NM_138598, intron 1 of 2)	6232	NM_138598	28081	Mm.351688	NM_138598	ENSMUSG00000041629	Fam104a	D11Wsu99e	family with sequence similarity 104, member A	protein-coding
chr17-113	chr17	86881650	86881823	+	14.7	0.000	Intergenic	Intergenic	-35612	NM_030104	78469	Mm.67234	NM_030104	ENSMUSG00000037689	Tmem247	1700090G07Rik	transmembrane protein 247	protein-coding
chr1-132	chr1	79643156	79643329	+	14.7	0.000	intron (NM_183027, intron 1 of 4)	intron (NM_183027, intron 1 of 4)	28730	NM_183027	252903	Mm.32409	NM_183027	ENSMUSG00000054702	Ap1s3	1190009B22|Jr2|[s]3A	adaptor-related protein complex AP-1, sigma 3	protein-coding
chr8-88	chr8	115726372	115726545	+	14.7	0.000	Intergenic	Intergenic	-19564	NM_001025577	17132	Mm.275549	NM_001025577		Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	protein-coding
chr3-157	chr3	106788011	106788184	+	14.7	0.000	intron (NM_007651, intron 1 of 7)	intron (NM_007651, intron 1 of 7)	2052	NM_007651	12508	Mm.316861	NM_007651		Cd53	AI323659|Ox-44|Tspan25	CD53 antigen	protein-coding
chr5-167	chr5	142762937	142763110	+	14.7	0.000	exon (NM_178242, exon 14 of 16)	exon (NM_178242, exon 14 of 16)	54364	NM_178242	231861	Mm.354649	NM_178242	ENSMUSG00000039477	Tnrc18	BC025631|EG381742|Zfp469	trinucleotide repeat containing 18	protein-coding
chr9-178	chr9	59911986	59912159	+	14.7	0.000	intron (NM_173018, intron 40 of 43)	MTD|LTR|ERVL-MaLR	38007	NM_013708	23958	Mm.103641	NM_013708	ENSMUSG00000032292	Nr2e3	A930035N01Rik|PNR|RNR|rd7	nuclear receptor subfamily 2, group E, member 3	protein-coding
chr6-139	chr6	15450342	15450515	+	14.7	0.000	Intergenic	Intergenic	264922	NM_212435	114142	Mm.332919	NM_053242	ENSMUSG00000029563	Foxp2	2810043D05Rik|AI449000|CAG-16|D0Kist7	forkhead box P2	protein-coding
chr1-156	chr1	135815607	135815780	+	14.7	0.000	Intergenic	Intergenic	-2905	NM_133664	16763	Mm.36726	NM_133664	ENSMUSG00000041782	Lad1	-	ladinin	protein-coding
chr8-134	chr8	106054207	106054380	+	14.7	0.000	TTS (NM_001301176)	TTS (NM_001301176)	-5310	NM_010901	18021	Mm.383185	NM_010901	ENSMUSG00000031902	Nfatc3	C80703|D8Ertd281e|NFAT4|NFATx	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	protein-coding
chr9-152	chr9	59614087	59614260	+	14.7	0.000	Intergenic	Intergenic	-3111	NR_038075	67287	Mm.439943	NM_029922	ENSMUSG00000025237	Parp6	1700119G14Rik|2310028P13Rik|3110038K10Rik|ARTD17|C030013N01Rik|PARP-6	poly (ADP-ribose) polymerase family, member 6	protein-coding
chr13-54	chr13	113612370	113612543	+	14.7	0.000	intron (NM_130796, intron 1 of 1)	intron (NM_130796, intron 1 of 1)	6108	NM_130796	170625	Mm.33721	NM_130796	ENSMUSG00000042364	Snx18	Snag1	sorting nexin 18	protein-coding
chr8-95	chr8	4305626	4305799	+	14.7	0.000	intron (NM_010485, intron 2 of 5)	intron (NM_010485, intron 2 of 5)	19388	NM_010485	15568	Mm.119162	NM_010485	ENSMUSG00000040028	Elavl1	2410055N02Rik|HUR|Hua|W91709	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	protein-coding
chr7-96	chr7	59280694	59280867	+	14.7	0.000	intron (NM_173010, intron 4 of 8)	intron (NM_173010, intron 4 of 8)	8386	NR_033229								
chr1-221	chr1	156454557	156454730	+	14.7	0.000	intron (NM_009230, intron 3 of 15)	intron (NM_009230, intron 3 of 15)	19685	NM_009230	20652	Mm.28099	NM_009230		Soat1	8430426K15Rik|ACAT-1|AW550831|Acact|ald|hid	sterol O-acyltransferase 1	protein-coding
chr4-65	chr4	132353758	132353931	+	14.7	0.000	promoter-TSS (NR_003270)	promoter-TSS (NR_003270)	-158	NR_003270	399101	Mm.486919	NR_002904	ENSMUSG00000085241	Snhg3	Rnu17d|U17HG	small nucleolar RNA host gene 3	ncRNA
chr4-167	chr4	50459666	50459839	+	14.7	0.000	Intergenic	Intergenic	-613983	NM_001033351	242443	Mm.440095	NM_001033351	ENSMUSG00000039579	Grin3a	6430537F04|A830097C19Rik|NMDAR-L|NR3A|mKIAA1973	glutamate receptor ionotropic, NMDA3A	protein-coding
chr16-50	chr16	30375759	30375932	+	14.7	0.000	intron (NM_001128096, intron 2 of 33)	intron (NM_001128096, intron 2 of 33)	12685	NM_001128094	224088	Mm.8924	NM_001128094	ENSMUSG00000022533	Atp13a3	AU022875|Gm1745|Gm541|Gm542	ATPase type 13A3	protein-coding
chr6-90	chr6	34611399	34611572	+	14.7	0.000	Intergenic	B4A|SINE|B4	-97959	NM_145575	109624	Mm.308134	NM_145575	ENSMUSG00000029761	Cald1	4833423D12Rik|AI195384|AV071549|AW536160|C920027I18Rik	caldesmon 1	protein-coding
chr4-116	chr4	109136856	109137029	+	14.7	0.000	intron (NM_133885, intron 3 of 22)	(CA)n|Simple_repeat|Simple_repeat	-18906	NM_173350	100273	Mm.366315	NM_133885	ENSMUSG00000028559	Osbpl9	2600011I06Rik|AU015843|Orp-9	oxysterol binding protein-like 9	protein-coding
chr12-132	chr12	3656823	3656996	+	14.7	0.000	intron (NM_001162465, intron 8 of 17)	intron (NM_001162465, intron 8 of 17)	83868	NM_007886	13528	Mm.286202	NM_007886	ENSMUSG00000071454	Dtnb	-	dystrobrevin, beta	protein-coding
chr3-72	chr3	68758713	68758886	+	14.7	0.000	Intergenic	Intergenic	67375	NM_008351	16159	Mm.103783	NM_008351	ENSMUSG00000027776	Il12a	IL-12p35|Il-12a|Ll12a|p35	interleukin 12a	protein-coding
chr2-110	chr2	58187758	58187931	+	14.7	0.000	Intergenic	Intergenic	23870	NR_045896	100042926	Mm.446515	NR_045895	ENSMUSG00000086862	Gm13546	OTTMUSG00000012675	predicted gene 13546	ncRNA
chr2-162	chr2	103793324	103793497	+	14.7	0.000	intron (NM_016739, intron 2 of 18)	intron (NM_016739, intron 2 of 18)	3668	NM_001111292	53872	Mm.427589	NM_016739	ENSMUSG00000027184	Caprin1	AL022980|Caprin-1|Gpiap|Gpiap1|Mmgpip137|P137|rng105	cell cycle associated protein 1	protein-coding
chr17-133	chr17	87118991	87119164	+	14.7	0.000	intron (NM_019654, intron 1 of 2)	URR1B|DNA|hAT-Charlie	11398	NM_019654	56468	Mm.126885	NM_019654	ENSMUSG00000037104	Socs5	1810018L08Rik|Cish5|mKIAA0671	suppressor of cytokine signaling 5	protein-coding
chr17-117	chr17	80378959	80379132	+	14.7	0.000	intron (NM_001145452, intron 15 of 17)	ORR1A2-int|LTR|ERVL-MaLR	-5503	NR_028385	791338	Mm.204722	NR_028385		Gm10190	ENSMUSG00000066938	predicted gene 10190	ncRNA
chr8-64	chr8	111619332	111619505	+	14.7	0.000	intron (NM_001168621, intron 3 of 4)	intron (NM_001168621, intron 3 of 4)	10904	NM_027570	52815	Mm.27589	NM_027570	ENSMUSG00000031958	Ldhd	4733401P21Rik|D8Bwg1320e	lactate dehydrogenase D	protein-coding
chr6-159	chr6	39379901	39380074	+	14.7	0.000	Intergenic	Intergenic	-1441	NM_011226	19331	Mm.123866	NM_011226	ENSMUSG00000029923	Rab19	-	RAB19, member RAS oncogene family	protein-coding
chr11-118	chr11	34737140	34737313	+	14.7	0.000	intron (NM_033374, intron 2 of 51)	L1M3|LINE|L1	46679	NM_033374	94176	Mm.380679	NM_033374	ENSMUSG00000020143	Dock2	AI662014|AW122239|CED-5|Hch|MBC	dedicator of cyto-kinesis 2	protein-coding
chr1-209	chr1	143100571	143100744	+	14.7	0.000	Intergenic	Intergenic	-540040	NM_020025	26878	Mm.285580	NM_020025		B3galt2	-	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	protein-coding
chr11-135	chr11	59219388	59219561	+	14.7	0.000	intron (NM_007476, intron 1 of 4)	intron (NM_007476, intron 1 of 4)	8688	NM_001130408	11840	Mm.371546	NM_007476	ENSMUSG00000048076	Arf1	-	ADP-ribosylation factor 1	protein-coding
chr2-226	chr2	173157486	173157659	+	14.7	0.000	intron (NM_011044, intron 8 of 9)	intron (NM_011044, intron 8 of 9)	4499	NM_011044	18534	Mm.266867	NM_011044	ENSMUSG00000027513	Pck1	AI265463|PEPCK|Pck-1	phosphoenolpyruvate carboxykinase 1, cytosolic	protein-coding
chr5-129	chr5	107200351	107200524	+	14.7	0.000	intron (NM_011578, intron 3 of 16)	intron (NM_011578, intron 3 of 16)	89158	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
chr17-46	chr17	34593285	34593458	+	14.7	0.000	intron (NM_017463, intron 1 of 8)	intron (NM_017463, intron 1 of 8)	900	NM_017463	18515	Mm.390957	NM_017463	ENSMUSG00000034673	Pbx2	AU043397|G17	pre B cell leukemia homeobox 2	protein-coding
chr15-137	chr15	41954164	41954337	+	14.7	0.000	Intergenic	Intergenic	-84530	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
chr15-81	chr15	59637487	59637660	+	14.7	0.000	Intergenic	Intergenic	-11081	NM_144549	211770	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles homolog 1 (Drosophila)	protein-coding
chr13-138	chr13	75742457	75742630	+	14.7	0.000	intron (NM_138953, intron 2 of 11)	intron (NM_138953, intron 2 of 11)	35059	NM_138953	192657	Mm.21288	NM_138953	ENSMUSG00000001542	Ell2	-	elongation factor RNA polymerase II 2	protein-coding
chr2-96	chr2	167367278	167367451	+	14.7	0.000	Intergenic	Intergenic	-18186	NM_019835	56336	Mm.200886	NM_019835	ENSMUSG00000017929	B4galt5	9430078I07Rik|AW049941|AW539721	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5	protein-coding
chr7-145	chr7	51223411	51223584	+	14.7	0.000	Intergenic	(TTG)n|Simple_repeat|Simple_repeat	-287532	NM_001271879	233246	Mm.254431	NM_177694	ENSMUSG00000055489	Ano5	9330162L24|Gdd1|Tmem16e	anoctamin 5	protein-coding
chr17-53	chr17	35868827	35869000	+	14.7	0.000	intron (NM_175242, intron 1 of 2)	intron (NM_175242, intron 1 of 2)	2298	NM_175242	76448	Mm.359982	NM_175242	ENSMUSG00000034595	Ppp1r18	2310014H01Rik|AA407849|AI450394	protein phosphatase 1, regulatory subunit 18	protein-coding
chr11-234	chr11	117678708	117678881	+	14.7	0.000	intron (NM_198022, intron 1 of 21)	intron (NM_198022, intron 1 of 21)	24505	NM_198022	217351	Mm.40272	NM_198022	ENSMUSG00000025571	Tnrc6c	9930033H14Rik|mKIAA1582	trinucleotide repeat containing 6C	protein-coding
chr6-158	chr6	72511326	72511499	+	14.7	0.000	Intergenic	Intergenic	-32979	NM_007599	12332	Mm.18626	NM_007599	ENSMUSG00000056737	Capg	gCap39|mbh1	capping protein (actin filament), gelsolin-like	protein-coding
chr12-117	chr12	80396749	80396922	+	14.7	0.000	intron (NM_177267, intron 5 of 8)	intron (NM_177267, intron 5 of 8)	-5098	NR_028544	100217447	Mm.453532	NR_028544	ENSMUSG00000088158	Scarna3b	MBI-100	small Cajal body-specific RNA 3B	ncRNA
chr1-138	chr1	52129943	52130116	+	14.7	0.000	intron (NM_009283, intron 5 of 24)	intron (NM_009283, intron 5 of 24)	10407	NM_001205313	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding
